fixed acidity;volatile acidity;citric acid;residual sugar;chlorides;free sulfur dioxide;total sulfur dioxide;density;pH;sulphates;alcohol;quality
22.5;29.5;45.5;27.5;41.5;22.5;50.5;149.5;54.5;79.5;28.5;6.0
57.5;29.5;45.5;17.5;73.5;11.5;33.5;256.5;28.5;31.5;31.5;5.0
61.5;22.5;59.5;19.5;52.5;6.5;16.5;222.5;26.5;36.5;34.5;7.0
43.5;34.5;45.5;5.5;41.5;12.5;17.5;138.5;33.5;39.5;23.5;6.0
40.5;18.5;44.5;19.5;40.5;12.5;15.5;70.5;26.5;35.5;41.5;7.0
45.5;87.5;26.5;9.5;43.5;10.5;17.5;232.5;41.5;31.5;21.5;5.0
45.5;87.5;26.5;9.5;43.5;10.5;17.5;232.5;41.5;31.5;21.5;5.0
40.5;33.5;52.5;12.5;121.5;15.5;34.5;190.5;13.5;74.5;12.5;5.0
54.5;43.5;28.5;13.5;74.5;7.5;56.5;244.5;8.5;62.5;23.5;5.0
37.5;19.5;41.5;22.5;39.5;29.5;44.5;121.5;44.5;52.5;47.5;7.0
20.5;20.5;29.5;27.5;32.5;8.5;40.5;49.5;33.5;20.5;43.5;6.0
31.5;39.5;31.5;19.5;51.5;5.5;10.5;104.5;44.5;26.5;38.5;6.0
47.5;22.5;36.5;7.5;27.5;5.5;8.5;216.5;32.5;31.5;26.5;6.0
26.5;50.5;2.5;17.5;43.5;26.5;40.5;116.5;54.5;32.5;31.5;6.0
52.5;31.5;48.5;15.5;39.5;5.5;12.5;202.5;39.5;38.5;46.5;6.0
31.5;22.5;33.5;9.5;44.5;26.5;61.5;248.5;58.5;26.5;13.5;6.0
31.5;22.5;33.5;9.5;44.5;26.5;61.5;248.5;58.5;26.5;13.5;6.0
20.5;53.5;2.5;17.5;60.5;47.5;55.5;131.5;73.5;34.5;38.5;6.0
20.5;104.5;5.5;59.5;44.5;23.5;43.5;149.5;70.5;14.5;35.5;4.0
26.5;62.5;2.5;21.5;17.5;6.5;7.5;23.5;47.5;30.5;50.5;7.0
11.5;109.5;2.5;15.5;6.5;17.5;74.5;32.5;78.5;37.5;37.5;5.0
37.5;21.5;35.5;21.5;41.5;11.5;43.5;168.5;39.5;45.5;33.5;6.0
37.5;21.5;35.5;21.5;41.5;11.5;43.5;168.5;39.5;45.5;33.5;6.0
53.5;26.5;45.5;8.5;33.5;5.5;7.5;91.5;31.5;10.5;37.5;5.0
57.5;28.5;42.5;22.5;33.5;42.5;50.5;273.5;50.5;50.5;26.5;6.0
23.5;62.5;9.5;7.5;35.5;16.5;57.5;149.5;41.5;24.5;11.5;5.0
22.5;59.5;25.5;15.5;45.5;11.5;107.5;129.5;48.5;34.5;32.5;5.0
25.5;32.5;32.5;13.5;50.5;6.5;35.5;32.5;45.5;10.5;42.5;6.0
21.5;90.5;5.5;71.5;44.5;6.5;8.5;187.5;64.5;14.5;45.5;5.0
25.5;32.5;32.5;13.5;50.5;6.5;35.5;32.5;45.5;10.5;42.5;6.0
22.5;59.5;25.5;15.5;45.5;11.5;107.5;129.5;48.5;34.5;32.5;5.0
43.5;112.5;7.5;11.5;40.5;5.5;15.5;179.5;42.5;8.5;16.5;4.0
46.5;28.5;59.5;49.5;45.5;6.5;16.5;205.5;40.5;21.5;48.5;6.0
20.5;105.5;2.5;19.5;100.5;6.5;8.5;138.5;68.5;15.5;31.5;5.0
27.5;11.5;39.5;22.5;28.5;11.5;37.5;73.5;64.5;44.5;47.5;7.0
19.5;105.5;2.5;19.5;100.5;6.5;8.5;138.5;68.5;15.5;31.5;5.0
25.5;79.5;14.5;11.5;75.5;15.5;60.5;161.5;34.5;23.5;13.5;6.0
17.5;32.5;24.5;11.5;43.5;21.5;52.5;189.5;64.5;24.5;13.5;6.0
34.5;48.5;25.5;19.5;41.5;23.5;90.5;229.5;33.5;22.5;13.5;6.0
32.5;47.5;23.5;6.5;34.5;4.5;5.5;79.5;28.5;18.5;18.5;6.0
32.5;12.5;28.5;13.5;17.5;19.5;73.5;108.5;27.5;43.5;32.5;6.0
34.5;48.5;25.5;19.5;41.5;23.5;90.5;229.5;33.5;22.5;13.5;6.0
32.5;47.5;23.5;6.5;34.5;4.5;5.5;79.5;28.5;18.5;18.5;6.0
34.5;20.5;38.5;12.5;30.5;5.5;6.5;66.5;39.5;18.5;35.5;7.0
41.5;31.5;41.5;11.5;33.5;6.5;8.5;110.5;47.5;33.5;40.5;8.0
54.5;78.5;21.5;61.5;74.5;33.5;72.5;315.5;26.5;19.5;12.5;5.0
27.5;22.5;48.5;15.5;39.5;24.5;40.5;127.5;52.5;49.5;33.5;7.0
27.5;22.5;48.5;15.5;39.5;24.5;40.5;127.5;52.5;49.5;33.5;7.0
27.5;22.5;48.5;15.5;39.5;24.5;40.5;127.5;52.5;49.5;33.5;7.0
54.5;74.5;57.5;9.5;89.5;24.5;48.5;273.5;47.5;58.5;21.5;5.0
27.5;22.5;48.5;15.5;39.5;24.5;40.5;127.5;52.5;49.5;33.5;7.0
17.5;26.5;45.5;13.5;36.5;14.5;20.5;69.5;57.5;51.5;35.5;7.0
23.5;61.5;4.5;15.5;43.5;8.5;11.5;101.5;47.5;26.5;25.5;6.0
21.5;33.5;17.5;15.5;41.5;22.5;49.5;148.5;44.5;26.5;11.5;5.0
23.5;61.5;4.5;15.5;43.5;8.5;11.5;101.5;47.5;26.5;25.5;6.0
51.5;25.5;44.5;12.5;36.5;5.5;9.5;210.5;27.5;39.5;26.5;6.0
57.5;19.5;48.5;12.5;46.5;6.5;5.5;186.5;22.5;12.5;25.5;6.0
43.5;13.5;48.5;15.5;60.5;20.5;25.5;94.5;38.5;20.5;36.5;6.0
34.5;47.5;33.5;13.5;44.5;10.5;75.5;223.5;41.5;33.5;13.5;6.0
37.5;20.5;39.5;12.5;22.5;44.5;70.5;60.5;35.5;45.5;43.5;6.0
37.5;28.5;33.5;12.5;47.5;8.5;20.5;168.5;36.5;33.5;28.5;6.0
45.5;26.5;42.5;4.5;9.5;25.5;46.5;91.5;32.5;47.5;32.5;6.0
64.5;18.5;54.5;11.5;88.5;17.5;40.5;261.5;40.5;41.5;38.5;6.0
64.5;18.5;54.5;11.5;88.5;17.5;40.5;261.5;40.5;41.5;38.5;6.0
36.5;42.5;24.5;17.5;43.5;33.5;85.5;224.5;38.5;10.5;16.5;6.0
60.5;22.5;49.5;17.5;39.5;9.5;19.5;192.5;35.5;40.5;43.5;6.0
81.5;26.5;51.5;22.5;45.5;8.5;16.5;323.5;19.5;46.5;24.5;6.0
47.5;35.5;25.5;24.5;56.5;18.5;73.5;324.5;27.5;15.5;12.5;5.0
30.5;48.5;5.5;43.5;45.5;27.5;42.5;163.5;14.5;11.5;9.5;5.0
45.5;48.5;27.5;13.5;68.5;8.5;17.5;280.5;39.5;36.5;16.5;5.0
6.5;31.5;2.5;11.5;9.5;18.5;84.5;7.5;78.5;37.5;60.5;7.0
31.5;32.5;31.5;15.5;40.5;19.5;62.5;250.5;52.5;28.5;13.5;5.0
32.5;4.5;36.5;26.5;31.5;15.5;54.5;85.5;49.5;42.5;41.5;6.0
33.5;92.5;3.5;24.5;39.5;47.5;86.5;181.5;50.5;26.5;31.5;5.0
31.5;32.5;31.5;15.5;40.5;19.5;62.5;250.5;52.5;28.5;13.5;5.0
57.5;9.5;39.5;17.5;22.5;14.5;32.5;177.5;35.5;13.5;11.5;4.0
26.5;80.5;3.5;17.5;24.5;11.5;14.5;14.5;51.5;5.5;51.5;6.0
15.5;19.5;34.5;75.5;19.5;6.5;104.5;149.5;42.5;20.5;38.5;4.0
33.5;45.5;2.5;9.5;35.5;7.5;13.5;210.5;38.5;28.5;12.5;6.0
26.5;80.5;3.5;17.5;24.5;11.5;14.5;14.5;51.5;5.5;51.5;6.0
36.5;76.5;2.5;22.5;46.5;12.5;20.5;291.5;50.5;10.5;16.5;4.0
20.5;64.5;2.5;46.5;22.5;11.5;16.5;94.5;57.5;20.5;41.5;4.0
30.5;53.5;22.5;9.5;41.5;36.5;56.5;98.5;22.5;5.5;11.5;5.0
53.5;24.5;41.5;22.5;44.5;28.5;61.5;257.5;28.5;23.5;18.5;5.0
45.5;28.5;43.5;13.5;23.5;15.5;36.5;62.5;34.5;24.5;45.5;6.0
38.5;46.5;24.5;21.5;47.5;10.5;82.5;301.5;49.5;26.5;13.5;5.0
14.5;15.5;27.5;76.5;32.5;54.5;112.5;252.5;45.5;18.5;24.5;6.0
29.5;45.5;21.5;11.5;47.5;15.5;30.5;207.5;61.5;32.5;26.5;5.0
29.5;78.5;9.5;9.5;51.5;15.5;44.5;104.5;24.5;12.5;21.5;5.0
29.5;45.5;21.5;11.5;47.5;15.5;30.5;207.5;61.5;32.5;26.5;5.0
24.5;29.5;35.5;17.5;46.5;22.5;32.5;96.5;53.5;39.5;34.5;6.0
26.5;51.5;3.5;19.5;44.5;24.5;33.5;109.5;52.5;25.5;32.5;6.0
26.5;51.5;3.5;19.5;44.5;24.5;33.5;109.5;52.5;25.5;32.5;6.0
30.5;48.5;16.5;17.5;42.5;27.5;56.5;187.5;40.5;23.5;18.5;5.0
26.5;74.5;2.5;11.5;83.5;6.5;10.5;185.5;57.5;22.5;18.5;5.0
34.5;62.5;2.5;5.5;61.5;6.5;9.5;148.5;55.5;22.5;13.5;5.0
33.5;70.5;8.5;12.5;44.5;20.5;31.5;186.5;52.5;33.5;32.5;5.0
16.5;59.5;4.5;21.5;34.5;26.5;42.5;38.5;59.5;9.5;33.5;5.0
30.5;50.5;24.5;11.5;47.5;44.5;56.5;102.5;22.5;6.5;9.5;5.0
25.5;48.5;30.5;52.5;50.5;12.5;65.5;189.5;44.5;34.5;33.5;6.0
23.5;59.5;2.5;26.5;83.5;15.5;29.5;129.5;56.5;27.5;36.5;6.0
23.5;59.5;2.5;26.5;83.5;15.5;29.5;129.5;56.5;27.5;36.5;6.0
41.5;58.5;70.5;11.5;121.5;19.5;52.5;188.5;14.5;79.5;11.5;5.0
18.5;119.5;2.5;13.5;48.5;17.5;20.5;71.5;71.5;19.5;35.5;4.0
53.5;34.5;40.5;22.5;46.5;34.5;62.5;254.5;27.5;22.5;18.5;5.0
37.5;86.5;2.5;17.5;54.5;13.5;22.5;284.5;49.5;10.5;16.5;4.0
40.5;24.5;34.5;11.5;31.5;26.5;47.5;79.5;50.5;36.5;41.5;6.0
27.5;47.5;7.5;19.5;46.5;16.5;32.5;145.5;50.5;24.5;24.5;6.0
27.5;47.5;7.5;19.5;46.5;16.5;32.5;145.5;50.5;24.5;24.5;6.0
59.5;32.5;52.5;19.5;33.5;13.5;15.5;168.5;22.5;51.5;37.5;6.0
24.5;29.5;33.5;13.5;44.5;21.5;47.5;217.5;59.5;19.5;13.5;6.0
10.5;38.5;5.5;11.5;9.5;28.5;83.5;6.5;62.5;46.5;61.5;8.0
5.5;25.5;3.5;7.5;13.5;26.5;56.5;6.5;80.5;39.5;61.5;6.0
28.5;33.5;22.5;7.5;14.5;24.5;60.5;34.5;50.5;21.5;40.5;6.0
14.5;35.5;2.5;12.5;42.5;25.5;40.5;50.5;62.5;17.5;35.5;5.0
30.5;48.5;22.5;13.5;38.5;34.5;40.5;98.5;22.5;7.5;11.5;5.0
33.5;48.5;15.5;15.5;66.5;17.5;32.5;74.5;36.5;17.5;35.5;6.0
35.5;73.5;24.5;19.5;40.5;13.5;77.5;230.5;36.5;18.5;13.5;6.0
40.5;28.5;42.5;66.5;15.5;3.5;6.5;146.5;40.5;20.5;43.5;4.0
25.5;68.5;2.5;12.5;75.5;3.5;6.5;191.5;47.5;24.5;17.5;6.0
35.5;73.5;24.5;19.5;40.5;13.5;77.5;230.5;36.5;18.5;13.5;6.0
53.5;16.5;41.5;9.5;27.5;3.5;5.5;92.5;26.5;21.5;38.5;7.0
26.5;35.5;22.5;12.5;42.5;28.5;50.5;143.5;49.5;28.5;25.5;6.0
26.5;35.5;22.5;12.5;42.5;28.5;50.5;143.5;49.5;28.5;25.5;6.0
34.5;83.5;2.5;13.5;49.5;9.5;18.5;180.5;45.5;32.5;32.5;6.0
42.5;57.5;30.5;26.5;61.5;17.5;65.5;261.5;38.5;27.5;23.5;6.0
25.5;31.5;21.5;19.5;36.5;18.5;32.5;90.5;51.5;20.5;32.5;5.0
68.5;24.5;52.5;11.5;55.5;20.5;43.5;261.5;27.5;21.5;26.5;5.0
26.5;3.5;46.5;22.5;33.5;17.5;27.5;26.5;47.5;18.5;47.5;6.0
35.5;51.5;10.5;24.5;21.5;3.5;3.5;18.5;34.5;3.5;53.5;5.0
25.5;51.5;32.5;48.5;33.5;20.5;103.5;322.5;42.5;80.5;23.5;5.0
25.5;51.5;32.5;48.5;33.5;20.5;103.5;322.5;42.5;80.5;23.5;5.0
31.5;78.5;2.5;12.5;64.5;6.5;8.5;115.5;48.5;23.5;33.5;5.0
37.5;58.5;12.5;15.5;38.5;25.5;56.5;192.5;41.5;39.5;32.5;6.0
14.5;27.5;15.5;21.5;21.5;14.5;24.5;40.5;74.5;31.5;47.5;6.0
30.5;81.5;2.5;12.5;49.5;6.5;8.5;219.5;46.5;13.5;17.5;4.0
37.5;58.5;12.5;15.5;38.5;25.5;56.5;192.5;41.5;39.5;32.5;6.0
21.5;57.5;2.5;46.5;58.5;49.5;74.5;142.5;32.5;9.5;13.5;5.0
21.5;57.5;2.5;46.5;58.5;49.5;74.5;142.5;32.5;9.5;13.5;5.0
27.5;42.5;16.5;15.5;29.5;15.5;25.5;25.5;47.5;25.5;44.5;6.0
12.5;51.5;2.5;5.5;28.5;11.5;14.5;10.5;57.5;20.5;45.5;6.0
31.5;127.5;2.5;15.5;90.5;5.5;5.5;90.5;62.5;5.5;32.5;3.0
7.5;60.5;2.5;16.5;45.5;15.5;24.5;75.5;84.5;25.5;48.5;6.0
22.5;101.5;9.5;13.5;64.5;20.5;53.5;167.5;72.5;38.5;40.5;6.0
46.5;24.5;34.5;15.5;29.5;4.5;11.5;152.5;42.5;44.5;35.5;6.0
35.5;14.5;46.5;11.5;46.5;28.5;64.5;104.5;48.5;30.5;35.5;5.0
31.5;88.5;23.5;19.5;52.5;21.5;64.5;137.5;24.5;8.5;9.5;5.0
30.5;53.5;28.5;12.5;38.5;24.5;84.5;175.5;42.5;17.5;18.5;5.0
52.5;68.5;34.5;22.5;53.5;22.5;87.5;288.5;41.5;26.5;22.5;5.0
23.5;66.5;11.5;41.5;33.5;15.5;25.5;118.5;53.5;16.5;34.5;4.0
52.5;68.5;34.5;22.5;53.5;22.5;87.5;288.5;41.5;26.5;22.5;5.0
25.5;55.5;12.5;5.5;36.5;27.5;59.5;168.5;40.5;25.5;9.5;5.0
30.5;53.5;28.5;12.5;38.5;24.5;84.5;175.5;42.5;17.5;18.5;5.0
20.5;40.5;17.5;30.5;29.5;12.5;23.5;19.5;45.5;23.5;51.5;6.0
35.5;124.5;23.5;12.5;48.5;14.5;37.5;125.5;46.5;11.5;26.5;5.0
25.5;22.5;23.5;19.5;51.5;20.5;61.5;142.5;52.5;18.5;22.5;6.0
25.5;22.5;23.5;21.5;51.5;24.5;65.5;141.5;52.5;17.5;22.5;6.0
30.5;57.5;29.5;13.5;48.5;17.5;87.5;179.5;38.5;22.5;18.5;6.0
9.5;78.5;2.5;3.5;6.5;16.5;42.5;16.5;261.5;23.5;48.5;6.0
54.5;33.5;48.5;17.5;56.5;10.5;37.5;192.5;30.5;33.5;42.5;6.0
30.5;57.5;29.5;13.5;48.5;17.5;87.5;179.5;38.5;22.5;18.5;6.0
46.5;82.5;70.5;9.5;122.5;18.5;60.5;205.5;6.5;83.5;8.5;6.0
52.5;62.5;36.5;24.5;59.5;12.5;84.5;290.5;38.5;30.5;22.5;5.0
5.5;78.5;2.5;3.5;6.5;16.5;42.5;16.5;261.5;23.5;48.5;6.0
46.5;20.5;44.5;11.5;23.5;9.5;14.5;53.5;30.5;19.5;37.5;5.0
46.5;22.5;41.5;11.5;25.5;21.5;51.5;99.5;30.5;46.5;33.5;7.0
22.5;35.5;26.5;9.5;42.5;18.5;30.5;92.5;51.5;24.5;28.5;6.0
22.5;35.5;26.5;9.5;42.5;18.5;30.5;92.5;51.5;24.5;28.5;6.0
22.5;35.5;26.5;9.5;42.5;18.5;30.5;92.5;51.5;24.5;28.5;6.0
22.5;35.5;26.5;9.5;42.5;18.5;30.5;92.5;51.5;24.5;28.5;6.0
20.5;41.5;13.5;11.5;38.5;13.5;34.5;137.5;46.5;16.5;11.5;5.0
29.5;51.5;28.5;15.5;48.5;17.5;87.5;179.5;41.5;20.5;18.5;6.0
29.5;51.5;28.5;15.5;48.5;17.5;87.5;179.5;41.5;20.5;18.5;6.0
33.5;102.5;28.5;40.5;71.5;31.5;63.5;217.5;38.5;10.5;9.5;5.0
39.5;26.5;12.5;9.5;40.5;6.5;21.5;156.5;21.5;7.5;17.5;6.0
46.5;85.5;24.5;17.5;44.5;12.5;44.5;276.5;30.5;15.5;16.5;5.0
27.5;96.5;2.5;13.5;100.5;4.5;7.5;173.5;51.5;16.5;21.5;5.0
21.5;48.5;4.5;21.5;34.5;19.5;36.5;52.5;50.5;30.5;49.5;6.0
15.5;39.5;2.5;5.5;22.5;15.5;22.5;76.5;48.5;9.5;13.5;5.0
15.5;39.5;2.5;5.5;22.5;15.5;22.5;76.5;48.5;9.5;13.5;5.0
15.5;39.5;2.5;5.5;22.5;15.5;22.5;76.5;48.5;9.5;13.5;5.0
30.5;40.5;4.5;9.5;49.5;13.5;27.5;129.5;48.5;18.5;26.5;6.0
30.5;40.5;4.5;9.5;49.5;13.5;27.5;129.5;48.5;18.5;26.5;6.0
30.5;40.5;4.5;9.5;49.5;13.5;27.5;129.5;48.5;18.5;26.5;6.0
31.5;43.5;4.5;9.5;50.5;17.5;27.5;162.5;49.5;15.5;25.5;6.0
30.5;40.5;4.5;9.5;49.5;13.5;27.5;129.5;48.5;18.5;26.5;6.0
70.5;31.5;50.5;24.5;42.5;8.5;16.5;309.5;21.5;17.5;33.5;5.0
37.5;33.5;26.5;19.5;28.5;10.5;24.5;176.5;37.5;17.5;23.5;6.0
16.5;50.5;3.5;15.5;21.5;5.5;9.5;87.5;64.5;20.5;37.5;5.0
27.5;62.5;5.5;11.5;43.5;7.5;8.5;160.5;46.5;4.5;13.5;5.0
27.5;62.5;5.5;11.5;43.5;7.5;8.5;160.5;46.5;4.5;13.5;5.0
24.5;47.5;2.5;27.5;46.5;21.5;37.5;112.5;53.5;16.5;31.5;5.0
45.5;51.5;31.5;13.5;34.5;32.5;69.5;206.5;46.5;21.5;21.5;5.0
27.5;55.5;3.5;19.5;30.5;8.5;42.5;28.5;44.5;15.5;41.5;6.0
31.5;60.5;5.5;12.5;51.5;14.5;53.5;231.5;49.5;10.5;24.5;5.0
31.5;60.5;5.5;12.5;51.5;14.5;53.5;231.5;49.5;10.5;24.5;5.0
27.5;48.5;5.5;19.5;42.5;7.5;24.5;147.5;47.5;16.5;21.5;5.0
16.5;18.5;27.5;11.5;51.5;5.5;28.5;82.5;48.5;8.5;22.5;5.0
16.5;20.5;27.5;11.5;49.5;4.5;24.5;82.5;48.5;8.5;22.5;5.0
28.5;32.5;26.5;22.5;43.5;27.5;63.5;201.5;72.5;23.5;34.5;6.0
29.5;59.5;19.5;57.5;100.5;50.5;93.5;263.5;40.5;14.5;13.5;5.0
71.5;37.5;42.5;5.5;56.5;6.5;24.5;240.5;19.5;29.5;22.5;6.0
47.5;43.5;33.5;19.5;75.5;11.5;34.5;236.5;36.5;20.5;32.5;5.0
38.5;99.5;16.5;22.5;58.5;13.5;50.5;253.5;48.5;18.5;22.5;5.0
71.5;37.5;42.5;5.5;56.5;6.5;24.5;240.5;19.5;29.5;22.5;6.0
35.5;95.5;29.5;13.5;45.5;11.5;59.5;205.5;41.5;12.5;18.5;4.0
27.5;52.5;4.5;12.5;61.5;10.5;27.5;103.5;58.5;17.5;41.5;6.0
33.5;39.5;11.5;17.5;76.5;10.5;38.5;244.5;30.5;26.5;13.5;5.0
28.5;78.5;10.5;9.5;59.5;10.5;41.5;152.5;36.5;14.5;18.5;5.0
24.5;43.5;32.5;17.5;53.5;9.5;100.5;254.5;37.5;81.5;26.5;6.0
35.5;84.5;34.5;15.5;44.5;16.5;70.5;208.5;39.5;14.5;18.5;6.0
21.5;53.5;2.5;7.5;34.5;4.5;4.5;56.5;45.5;3.5;25.5;4.0
42.5;86.5;53.5;9.5;123.5;12.5;62.5;182.5;12.5;80.5;9.5;5.0
30.5;48.5;58.5;31.5;97.5;5.5;10.5;90.5;33.5;67.5;39.5;6.0
42.5;86.5;53.5;9.5;123.5;12.5;62.5;182.5;12.5;80.5;9.5;5.0
32.5;80.5;29.5;40.5;73.5;34.5;85.5;213.5;36.5;9.5;11.5;5.0
23.5;92.5;2.5;3.5;115.5;16.5;25.5;86.5;44.5;15.5;18.5;3.0
27.5;46.5;28.5;13.5;48.5;13.5;95.5;159.5;38.5;16.5;19.5;5.0
37.5;105.5;22.5;5.5;51.5;7.5;27.5;80.5;23.5;10.5;21.5;5.0
7.5;38.5;28.5;19.5;55.5;23.5;70.5;123.5;81.5;26.5;45.5;6.0
27.5;34.5;17.5;13.5;43.5;10.5;24.5;174.5;41.5;15.5;19.5;6.0
30.5;47.5;4.5;24.5;42.5;11.5;31.5;141.5;48.5;26.5;31.5;6.0
30.5;47.5;4.5;24.5;42.5;11.5;31.5;141.5;48.5;26.5;31.5;6.0
23.5;95.5;11.5;11.5;39.5;4.5;21.5;127.5;50.5;9.5;16.5;5.0
35.5;51.5;24.5;15.5;45.5;25.5;100.5;176.5;42.5;13.5;19.5;5.0
35.5;51.5;24.5;15.5;45.5;25.5;100.5;176.5;42.5;13.5;19.5;5.0
26.5;81.5;17.5;11.5;71.5;20.5;80.5;164.5;31.5;14.5;13.5;5.0
35.5;91.5;27.5;34.5;41.5;34.5;81.5;217.5;31.5;6.5;9.5;5.0
29.5;59.5;9.5;11.5;64.5;8.5;19.5;174.5;42.5;22.5;16.5;5.0
29.5;59.5;9.5;11.5;64.5;8.5;19.5;174.5;42.5;22.5;16.5;5.0
21.5;59.5;33.5;64.5;48.5;7.5;45.5;250.5;47.5;32.5;24.5;5.0
22.5;37.5;4.5;17.5;45.5;36.5;104.5;118.5;22.5;17.5;17.5;5.0
15.5;38.5;2.5;19.5;33.5;15.5;29.5;20.5;70.5;23.5;48.5;6.0
35.5;59.5;24.5;21.5;59.5;5.5;29.5;175.5;49.5;22.5;33.5;5.0
26.5;55.5;8.5;4.5;35.5;5.5;8.5;67.5;29.5;12.5;18.5;5.0
35.5;41.5;27.5;13.5;43.5;19.5;55.5;175.5;42.5;12.5;23.5;5.0
19.5;47.5;16.5;41.5;35.5;27.5;69.5;218.5;44.5;12.5;9.5;5.0
41.5;67.5;12.5;7.5;57.5;3.5;8.5;269.5;43.5;29.5;14.5;6.0
42.5;65.5;12.5;7.5;55.5;4.5;7.5;269.5;43.5;29.5;14.5;5.0
28.5;50.5;28.5;13.5;45.5;17.5;99.5;157.5;40.5;16.5;19.5;5.0
25.5;51.5;14.5;17.5;48.5;13.5;24.5;211.5;64.5;26.5;23.5;7.0
27.5;64.5;2.5;17.5;33.5;10.5;20.5;143.5;54.5;36.5;34.5;6.0
34.5;68.5;23.5;15.5;45.5;33.5;110.5;180.5;37.5;15.5;19.5;5.0
34.5;68.5;23.5;15.5;45.5;33.5;110.5;180.5;37.5;15.5;19.5;5.0
31.5;16.5;44.5;13.5;17.5;6.5;20.5;187.5;56.5;46.5;42.5;6.0
27.5;19.5;35.5;9.5;26.5;3.5;9.5;168.5;35.5;74.5;21.5;8.0
35.5;39.5;41.5;24.5;47.5;12.5;42.5;308.5;55.5;26.5;29.5;6.0
32.5;14.5;32.5;13.5;27.5;18.5;30.5;114.5;40.5;54.5;36.5;7.0
37.5;10.5;36.5;54.5;27.5;8.5;18.5;266.5;34.5;58.5;32.5;6.0
15.5;40.5;2.5;15.5;29.5;40.5;50.5;103.5;66.5;57.5;29.5;6.0
36.5;15.5;38.5;17.5;13.5;35.5;49.5;103.5;39.5;65.5;47.5;7.0
15.5;40.5;2.5;15.5;29.5;40.5;50.5;103.5;66.5;57.5;29.5;6.0
21.5;113.5;2.5;11.5;47.5;5.5;12.5;39.5;62.5;8.5;42.5;6.0
19.5;36.5;42.5;21.5;36.5;8.5;15.5;187.5;68.5;37.5;28.5;6.0
37.5;10.5;36.5;54.5;27.5;8.5;18.5;266.5;34.5;58.5;32.5;6.0
54.5;47.5;27.5;13.5;68.5;12.5;85.5;187.5;16.5;54.5;22.5;5.0
55.5;18.5;61.5;17.5;42.5;3.5;11.5;329.5;32.5;42.5;16.5;5.0
17.5;48.5;2.5;7.5;30.5;8.5;14.5;211.5;68.5;48.5;12.5;5.0
55.5;18.5;61.5;17.5;42.5;3.5;11.5;329.5;32.5;42.5;16.5;5.0
28.5;20.5;35.5;22.5;29.5;21.5;33.5;114.5;47.5;41.5;44.5;7.0
33.5;42.5;3.5;7.5;42.5;3.5;15.5;103.5;28.5;10.5;18.5;5.0
32.5;59.5;23.5;17.5;42.5;32.5;108.5;143.5;39.5;9.5;19.5;5.0
33.5;42.5;3.5;7.5;42.5;3.5;15.5;103.5;28.5;10.5;18.5;5.0
30.5;28.5;20.5;7.5;44.5;24.5;54.5;203.5;46.5;22.5;12.5;5.0
25.5;43.5;2.5;15.5;44.5;39.5;51.5;143.5;51.5;48.5;37.5;6.0
19.5;42.5;11.5;41.5;83.5;14.5;27.5;224.5;62.5;31.5;33.5;4.0
38.5;12.5;39.5;5.5;41.5;8.5;19.5;266.5;38.5;34.5;16.5;6.0
38.5;12.5;39.5;5.5;41.5;8.5;19.5;266.5;38.5;34.5;16.5;6.0
32.5;9.5;39.5;11.5;11.5;23.5;56.5;244.5;53.5;35.5;44.5;6.0
31.5;29.5;35.5;22.5;43.5;6.5;19.5;148.5;42.5;22.5;35.5;5.0
33.5;59.5;2.5;12.5;37.5;27.5;51.5;180.5;43.5;27.5;33.5;5.0
34.5;4.5;42.5;17.5;14.5;38.5;63.5;168.5;45.5;57.5;36.5;5.0
29.5;29.5;26.5;11.5;31.5;18.5;43.5;143.5;49.5;26.5;25.5;5.0
31.5;32.5;33.5;15.5;34.5;13.5;70.5;155.5;38.5;18.5;19.5;6.0
14.5;33.5;2.5;7.5;7.5;3.5;7.5;74.5;60.5;49.5;40.5;6.0
16.5;28.5;18.5;11.5;34.5;11.5;21.5;137.5;54.5;38.5;22.5;7.0
57.5;43.5;39.5;79.5;110.5;52.5;91.5;359.5;30.5;41.5;6.5;6.0
57.5;43.5;39.5;79.5;110.5;52.5;91.5;359.5;30.5;41.5;6.5;6.0
55.5;25.5;40.5;7.5;100.5;27.5;86.5;322.5;27.5;29.5;3.5;5.0
23.5;109.5;31.5;52.5;35.5;15.5;35.5;153.5;65.5;18.5;34.5;5.0
25.5;50.5;2.5;9.5;17.5;3.5;4.5;168.5;53.5;11.5;24.5;5.0
28.5;64.5;4.5;17.5;37.5;31.5;88.5;146.5;44.5;32.5;34.5;6.0
27.5;24.5;34.5;13.5;27.5;15.5;24.5;85.5;35.5;37.5;36.5;7.0
29.5;87.5;21.5;56.5;59.5;19.5;93.5;246.5;28.5;16.5;15.5;6.0
24.5;57.5;4.5;12.5;43.5;18.5;26.5;245.5;52.5;39.5;18.5;5.0
24.5;48.5;22.5;10.5;23.5;8.5;18.5;24.5;50.5;13.5;40.5;5.0
28.5;64.5;4.5;17.5;37.5;31.5;88.5;146.5;44.5;32.5;34.5;6.0
29.5;87.5;21.5;56.5;59.5;19.5;93.5;246.5;28.5;16.5;16.5;6.0
24.5;57.5;4.5;12.5;43.5;18.5;26.5;245.5;52.5;39.5;18.5;5.0
23.5;64.5;2.5;12.5;45.5;22.5;35.5;238.5;52.5;38.5;17.5;5.0
